"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.model1","Input.model1topicNum","Input.model1label","Input.model2","Input.model2topicNum","Input.model2label","Input.model1word1","Input.model1word2","Input.model1word3","Input.model1word4","Input.model1word5","Input.model1word6","Input.model1word7","Input.model1word8","Input.model1word9","Input.model1word10","Input.model2word1","Input.model2word2","Input.model2word3","Input.model2word4","Input.model2word5","Input.model2word6","Input.model2word7","Input.model2word8","Input.model2word9","Input.model2word10","Answer.comment","Answer.model","Approve","Reject"
"2BUF806UFBNF744ZSPU9DSW6SA0F15","2AI9RA7S5WM1LIMXVPY0RMHLAJCUZC","Evaluate Topic Label Quality","Choose which of two topic labelings you prefer. (A topic is a collection of words. A topic label is a string representing the meaning of a topic.)","topic, label, evaluate, opinion","$0.05","Fri Dec 07 04:19:23 GMT 2012","3","BatchId:984075;","3600","604800","Fri Dec 14 04:19:23 GMT 2012","","","20V9Z0B6UTO68D20Z3MRSGPW4M1ZOS","AS809NPDW8VZ0","Submitted","Fri Dec 07 05:51:54 GMT 2012","Fri Dec 07 05:52:20 GMT 2012","Thu Dec 13 21:52:20 PST 2012","","","","26","100% (69/69)","0% (0/0)","0% (0/0)","RANDOM","934488","The Last Exploits of the Olsen Gang","EDA","4053110","Peter Hansen (American football)","money","boss","brown","charles","company","story","back","century","mrs","oliver","hansen","defensive","football","peter","played","alto","assistant","ers","high","palo","","2"
"2BUF806UFBNF744ZSPU9DSW6SA0F15","2AI9RA7S5WM1LIMXVPY0RMHLAJCUZC","Evaluate Topic Label Quality","Choose which of two topic labelings you prefer. (A topic is a collection of words. A topic label is a string representing the meaning of a topic.)","topic, label, evaluate, opinion","$0.05","Fri Dec 07 04:19:23 GMT 2012","3","BatchId:984075;","3600","604800","Fri Dec 14 04:19:23 GMT 2012","","","2BNP9746OQ1S2ZECXGY0D1QKODKM2P","A2436ASG7TKY0L","Submitted","Fri Dec 07 04:49:25 GMT 2012","Fri Dec 07 04:51:32 GMT 2012","Thu Dec 13 20:51:32 PST 2012","","","","127","100% (2/2)","0% (0/0)","0% (0/0)","RANDOM","934488","The Last Exploits of the Olsen Gang","EDA","4053110","Peter Hansen (American football)","money","boss","brown","charles","company","story","back","century","mrs","oliver","hansen","defensive","football","peter","played","alto","assistant","ers","high","palo","","2"
"2BUF806UFBNF744ZSPU9DSW6SA0F15","2AI9RA7S5WM1LIMXVPY0RMHLAJCUZC","Evaluate Topic Label Quality","Choose which of two topic labelings you prefer. (A topic is a collection of words. A topic label is a string representing the meaning of a topic.)","topic, label, evaluate, opinion","$0.05","Fri Dec 07 04:19:23 GMT 2012","3","BatchId:984075;","3600","604800","Fri Dec 14 04:19:23 GMT 2012","","","2UWF0OHOVR14X68T9V02PECWMWR45E","AHH34KPTA2LSS","Submitted","Fri Dec 07 05:10:51 GMT 2012","Fri Dec 07 05:11:15 GMT 2012","Thu Dec 13 21:11:15 PST 2012","","","","24","100% (3/3)","0% (0/0)","0% (0/0)","RANDOM","934488","The Last Exploits of the Olsen Gang","EDA","4053110","Peter Hansen (American football)","money","boss","brown","charles","company","story","back","century","mrs","oliver","hansen","defensive","football","peter","played","alto","assistant","ers","high","palo","","2"
"2MAW6NG1FS3NDW7G5PSF7SZL7RQKYA","2AI9RA7S5WM1LIMXVPY0RMHLAJCUZC","Evaluate Topic Label Quality","Choose which of two topic labelings you prefer. (A topic is a collection of words. A topic label is a string representing the meaning of a topic.)","topic, label, evaluate, opinion","$0.05","Fri Dec 07 04:19:23 GMT 2012","3","BatchId:984075;","3600","604800","Fri Dec 14 04:19:23 GMT 2012","","","27J24SMEZZ2MXTASG4ZPHY385MS3KF","AS809NPDW8VZ0","Submitted","Fri Dec 07 05:43:31 GMT 2012","Fri Dec 07 05:43:49 GMT 2012","Thu Dec 13 21:43:49 PST 2012","","","","18","100% (69/69)","0% (0/0)","0% (0/0)","EDA","1635578","Toreador Song","LAU_ET_AL","55","Sugar","love","en","il","ah","awaits","le","de","fight","les","song","mln","tonnes","year","production","china","sugar","exports","output","imports","pct","","2"
"2MAW6NG1FS3NDW7G5PSF7SZL7RQKYA","2AI9RA7S5WM1LIMXVPY0RMHLAJCUZC","Evaluate Topic Label Quality","Choose which of two topic labelings you prefer. (A topic is a collection of words. A topic label is a string representing the meaning of a topic.)","topic, label, evaluate, opinion","$0.05","Fri Dec 07 04:19:23 GMT 2012","3","BatchId:984075;","3600","604800","Fri Dec 14 04:19:23 GMT 2012","","","2BG3W5XH0JPP7RQP5OGL0P75WBHKEM","A7YBNPEFKN436","Submitted","Fri Dec 07 05:37:45 GMT 2012","Fri Dec 07 05:38:16 GMT 2012","Thu Dec 13 21:38:16 PST 2012","","","","31","0% (0/0)","0% (0/0)","0% (0/0)","EDA","1635578","Toreador Song","LAU_ET_AL","55","Sugar","love","en","il","ah","awaits","le","de","fight","les","song","mln","tonnes","year","production","china","sugar","exports","output","imports","pct","","2"
"2MAW6NG1FS3NDW7G5PSF7SZL7RQKYA","2AI9RA7S5WM1LIMXVPY0RMHLAJCUZC","Evaluate Topic Label Quality","Choose which of two topic labelings you prefer. (A topic is a collection of words. A topic label is a string representing the meaning of a topic.)","topic, label, evaluate, opinion","$0.05","Fri Dec 07 04:19:23 GMT 2012","3","BatchId:984075;","3600","604800","Fri Dec 14 04:19:23 GMT 2012","","","2ZO1INMHGYQ4YCBFIG2FUFFOAOF7KP","A2YWY1IX4OP0PK","Submitted","Fri Dec 07 06:20:35 GMT 2012","Fri Dec 07 06:21:04 GMT 2012","Thu Dec 13 22:21:04 PST 2012","","","","29","0% (0/0)","0% (0/0)","0% (0/0)","EDA","1635578","Toreador Song","LAU_ET_AL","55","Sugar","love","en","il","ah","awaits","le","de","fight","les","song","mln","tonnes","year","production","china","sugar","exports","output","imports","pct","","2"
"2KOXBAT2D5NQDWTKA0RJO5TYRHB266","2AI9RA7S5WM1LIMXVPY0RMHLAJCUZC","Evaluate Topic Label Quality","Choose which of two topic labelings you prefer. (A topic is a collection of words. A topic label is a string representing the meaning of a topic.)","topic, label, evaluate, opinion","$0.05","Fri Dec 07 04:19:23 GMT 2012","3","BatchId:984075;","3600","604800","Fri Dec 14 04:19:23 GMT 2012","","","27EB3Q39Z0B692CB0E5V0TVRW6KVK3","AS809NPDW8VZ0","Submitted","Fri Dec 07 05:41:19 GMT 2012","Fri Dec 07 05:41:48 GMT 2012","Thu Dec 13 21:41:48 PST 2012","","","","29","100% (69/69)","0% (0/0)","0% (0/0)","LAU_ET_AL","24","HSBC","EDA","882196","Janet Langhart","mln","billion","profit","stg","year","pct","plc","group","company","profits","cohen","defense","united","boston","life","secretary","states","american","cite","entertainment","","2"
"2KOXBAT2D5NQDWTKA0RJO5TYRHB266","2AI9RA7S5WM1LIMXVPY0RMHLAJCUZC","Evaluate Topic Label Quality","Choose which of two topic labelings you prefer. (A topic is a collection of words. A topic label is a string representing the meaning of a topic.)","topic, label, evaluate, opinion","$0.05","Fri Dec 07 04:19:23 GMT 2012","3","BatchId:984075;","3600","604800","Fri Dec 14 04:19:23 GMT 2012","","","2CBENLVWJ5OPQ9M0N9ZYUWB7QF0T1E","A1N5FXY9GPR3RP","Submitted","Fri Dec 07 04:26:41 GMT 2012","Fri Dec 07 04:27:06 GMT 2012","Thu Dec 13 20:27:06 PST 2012","","","","25","0% (0/0)","0% (0/0)","0% (0/0)","LAU_ET_AL","24","HSBC","EDA","882196","Janet Langhart","mln","billion","profit","stg","year","pct","plc","group","company","profits","cohen","defense","united","boston","life","secretary","states","american","cite","entertainment","","1"
"2KOXBAT2D5NQDWTKA0RJO5TYRHB266","2AI9RA7S5WM1LIMXVPY0RMHLAJCUZC","Evaluate Topic Label Quality","Choose which of two topic labelings you prefer. (A topic is a collection of words. A topic label is a string representing the meaning of a topic.)","topic, label, evaluate, opinion","$0.05","Fri Dec 07 04:19:23 GMT 2012","3","BatchId:984075;","3600","604800","Fri Dec 14 04:19:23 GMT 2012","","","2DVFDEY5COW00PF4AI3RNLC67DP3UB","A2EKPA2DR5VSA8","Submitted","Fri Dec 07 05:26:21 GMT 2012","Fri Dec 07 05:26:52 GMT 2012","Thu Dec 13 21:26:52 PST 2012","","","","31","0% (0/0)","0% (0/0)","0% (0/0)","LAU_ET_AL","24","HSBC","EDA","882196","Janet Langhart","mln","billion","profit","stg","year","pct","plc","group","company","profits","cohen","defense","united","boston","life","secretary","states","american","cite","entertainment","","1"
"2H3WSBRI8IUBH7IEFT8S1LB3QUEF3X","2AI9RA7S5WM1LIMXVPY0RMHLAJCUZC","Evaluate Topic Label Quality","Choose which of two topic labelings you prefer. (A topic is a collection of words. A topic label is a string representing the meaning of a topic.)","topic, label, evaluate, opinion","$0.05","Fri Dec 07 04:19:23 GMT 2012","3","BatchId:984075;","3600","604800","Fri Dec 14 04:19:23 GMT 2012","","","2I64BLYHVI4431QPS4ZDVEZSN0HV1X","ARQA90W3DRJCB","Submitted","Fri Dec 07 04:39:51 GMT 2012","Fri Dec 07 04:40:13 GMT 2012","Thu Dec 13 20:40:13 PST 2012","","","","22","0% (0/0)","0% (0/0)","0% (0/0)","EDA","4006183","Southampton Council election, 2010","LAU_ET_AL","23","EOG Resources","election","box","party","link","candidate","majority","hold","council","liberal","summary","cts","march","april","record","dividend","div","prior","pay","qtly","stock","No comments.","1"
