"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.model1","Input.model1topicNum","Input.model1label","Input.model2","Input.model2topicNum","Input.model2label","Input.model1word1","Input.model1word2","Input.model1word3","Input.model1word4","Input.model1word5","Input.model1word6","Input.model1word7","Input.model1word8","Input.model1word9","Input.model1word10","Input.model2word1","Input.model2word2","Input.model2word3","Input.model2word4","Input.model2word5","Input.model2word6","Input.model2word7","Input.model2word8","Input.model2word9","Input.model2word10","Answer.comment","Answer.model","Approve","Reject"
"297W1INMHGYQJSRSHLXBNMFFTUAJ6R","2AI9RA7S5WM1LIMXVPY0RMHLAJCUZC","Evaluate Topic Label Quality","Choose which of two topic labelings you prefer. (A topic is a collection of words. A topic label is a string representing the meaning of a topic.)","topic, label, evaluate, opinion","$0.05","Sat Dec 08 08:04:46 GMT 2012","3","BatchId:985002;","3600","604800","Sat Dec 15 08:04:46 GMT 2012","","","2EXUUKQOYGNIBABXFY70907S79XGYS","AH5ZIMHL7TNWC","Submitted","Sat Dec 08 08:51:03 GMT 2012","Sat Dec 08 08:52:03 GMT 2012","Sat Dec 15 00:52:03 PST 2012","","","","60","0% (0/0)","0% (0/0)","0% (0/0)","LAU_ET_AL","4","Dismissal of U.S. attorneys controversy","EDA","1626270","Sode tsurikomi goshi","congress","service","department","report","made","general","attention","public","system","secretary","technique","techniques","list","pulling","accepted","direction","external","face","grip","handed","","2"
"297W1INMHGYQJSRSHLXBNMFFTUAJ6R","2AI9RA7S5WM1LIMXVPY0RMHLAJCUZC","Evaluate Topic Label Quality","Choose which of two topic labelings you prefer. (A topic is a collection of words. A topic label is a string representing the meaning of a topic.)","topic, label, evaluate, opinion","$0.05","Sat Dec 08 08:04:46 GMT 2012","3","BatchId:985002;","3600","604800","Sat Dec 15 08:04:46 GMT 2012","","","2O3DPGFL6VCPB8XWUNNIWV1SJLBK5K","A1WBR902VW7HTY","Submitted","Sat Dec 08 09:34:37 GMT 2012","Sat Dec 08 09:35:05 GMT 2012","Sat Dec 15 01:35:05 PST 2012","","","","28","0% (0/0)","0% (0/0)","0% (0/0)","LAU_ET_AL","4","Dismissal of U.S. attorneys controversy","EDA","1626270","Sode tsurikomi goshi","congress","service","department","report","made","general","attention","public","system","secretary","technique","techniques","list","pulling","accepted","direction","external","face","grip","handed","","1"
"297W1INMHGYQJSRSHLXBNMFFTUAJ6R","2AI9RA7S5WM1LIMXVPY0RMHLAJCUZC","Evaluate Topic Label Quality","Choose which of two topic labelings you prefer. (A topic is a collection of words. A topic label is a string representing the meaning of a topic.)","topic, label, evaluate, opinion","$0.05","Sat Dec 08 08:04:46 GMT 2012","3","BatchId:985002;","3600","604800","Sat Dec 15 08:04:46 GMT 2012","","","2WAKMN9U8P9YIHH137930UYIYT7UDZ","A1FE99W26464IW","Submitted","Sat Dec 08 09:29:34 GMT 2012","Sat Dec 08 09:29:40 GMT 2012","Sat Dec 15 01:29:40 PST 2012","","","","6","100% (16/16)","100% (16/16)","0% (0/0)","LAU_ET_AL","4","Dismissal of U.S. attorneys controversy","EDA","1626270","Sode tsurikomi goshi","congress","service","department","report","made","general","attention","public","system","secretary","technique","techniques","list","pulling","accepted","direction","external","face","grip","handed","","2"
"22GHVI44OS2K03WIUOQSJAP5GXBZ5B","2AI9RA7S5WM1LIMXVPY0RMHLAJCUZC","Evaluate Topic Label Quality","Choose which of two topic labelings you prefer. (A topic is a collection of words. A topic label is a string representing the meaning of a topic.)","topic, label, evaluate, opinion","$0.05","Sat Dec 08 08:04:46 GMT 2012","3","BatchId:985002;","3600","604800","Sat Dec 15 08:04:46 GMT 2012","","","2BNP9746OQ1S2ZECXGY0D1QKOGF2M6","A1FE99W26464IW","Submitted","Sat Dec 08 09:06:15 GMT 2012","Sat Dec 08 09:10:58 GMT 2012","Sat Dec 15 01:10:58 PST 2012","","","","283","100% (16/16)","100% (16/16)","0% (0/0)","LAU_ET_AL","34","Navy","EDA","421424","Kosmopoisk","navy","army","war","indian","officers","military","naval","lands","indians","men","russian","expeditions","research","organization","russia","dwarf","event","expedition","moscow","performed","","1"
"22GHVI44OS2K03WIUOQSJAP5GXBZ5B","2AI9RA7S5WM1LIMXVPY0RMHLAJCUZC","Evaluate Topic Label Quality","Choose which of two topic labelings you prefer. (A topic is a collection of words. A topic label is a string representing the meaning of a topic.)","topic, label, evaluate, opinion","$0.05","Sat Dec 08 08:04:46 GMT 2012","3","BatchId:985002;","3600","604800","Sat Dec 15 08:04:46 GMT 2012","","","2LSHFL42J1LYKHZC9HD0QGFKT6R2N8","A1NQT28GZTFLGA","Submitted","Sat Dec 08 10:02:44 GMT 2012","Sat Dec 08 10:02:57 GMT 2012","Sat Dec 15 02:02:57 PST 2012","","","","13","0% (0/0)","0% (0/0)","0% (0/0)","LAU_ET_AL","34","Navy","EDA","421424","Kosmopoisk","navy","army","war","indian","officers","military","naval","lands","indians","men","russian","expeditions","research","organization","russia","dwarf","event","expedition","moscow","performed","","2"
"22GHVI44OS2K03WIUOQSJAP5GXBZ5B","2AI9RA7S5WM1LIMXVPY0RMHLAJCUZC","Evaluate Topic Label Quality","Choose which of two topic labelings you prefer. (A topic is a collection of words. A topic label is a string representing the meaning of a topic.)","topic, label, evaluate, opinion","$0.05","Sat Dec 08 08:04:46 GMT 2012","3","BatchId:985002;","3600","604800","Sat Dec 15 08:04:46 GMT 2012","","","2NE25L8I9NZWLQ24DY54YW7TKZWTJK","A1WBR902VW7HTY","Submitted","Sat Dec 08 09:13:37 GMT 2012","Sat Dec 08 09:13:42 GMT 2012","Sat Dec 15 01:13:42 PST 2012","","","","5","0% (0/0)","0% (0/0)","0% (0/0)","LAU_ET_AL","34","Navy","EDA","421424","Kosmopoisk","navy","army","war","indian","officers","military","naval","lands","indians","men","russian","expeditions","research","organization","russia","dwarf","event","expedition","moscow","performed","","1"
"2LW6AUBXHWSHMO9EG52Z4DRL21KZ3L","2AI9RA7S5WM1LIMXVPY0RMHLAJCUZC","Evaluate Topic Label Quality","Choose which of two topic labelings you prefer. (A topic is a collection of words. A topic label is a string representing the meaning of a topic.)","topic, label, evaluate, opinion","$0.05","Sat Dec 08 08:04:46 GMT 2012","3","BatchId:985002;","3600","604800","Sat Dec 15 08:04:46 GMT 2012","","","2APULRGNTBJ31V12CPG7V62KT4X7TS","A3ABJN1IL7UCZ8","Submitted","Sat Dec 08 09:04:27 GMT 2012","Sat Dec 08 09:05:05 GMT 2012","Sat Dec 15 01:05:05 PST 2012","","","","38","100% (12/12)","100% (9/9)","0% (0/0)","LAU_ET_AL","23","Iroquois","EDA","2595520","António Livramento","world","people","peace","america","nations","nation","american","freedom","free","war","championship","coach","player","world","career","european","portugal","team","titles","national","","2"
"2LW6AUBXHWSHMO9EG52Z4DRL21KZ3L","2AI9RA7S5WM1LIMXVPY0RMHLAJCUZC","Evaluate Topic Label Quality","Choose which of two topic labelings you prefer. (A topic is a collection of words. A topic label is a string representing the meaning of a topic.)","topic, label, evaluate, opinion","$0.05","Sat Dec 08 08:04:46 GMT 2012","3","BatchId:985002;","3600","604800","Sat Dec 15 08:04:46 GMT 2012","","","2CCYEPLSP75K0VU1QDFAPQEQ7CFRXU","A1FE99W26464IW","Submitted","Sat Dec 08 09:32:00 GMT 2012","Sat Dec 08 09:39:05 GMT 2012","Sat Dec 15 01:39:05 PST 2012","","","","425","100% (16/16)","100% (16/16)","0% (0/0)","LAU_ET_AL","23","Iroquois","EDA","2595520","António Livramento","world","people","peace","america","nations","nation","american","freedom","free","war","championship","coach","player","world","career","european","portugal","team","titles","national","","1"
"2LW6AUBXHWSHMO9EG52Z4DRL21KZ3L","2AI9RA7S5WM1LIMXVPY0RMHLAJCUZC","Evaluate Topic Label Quality","Choose which of two topic labelings you prefer. (A topic is a collection of words. A topic label is a string representing the meaning of a topic.)","topic, label, evaluate, opinion","$0.05","Sat Dec 08 08:04:46 GMT 2012","3","BatchId:985002;","3600","604800","Sat Dec 15 08:04:46 GMT 2012","","","2K22SEIUUU003Z8PHE9I08S26VVRRZ","A1WBR902VW7HTY","Submitted","Sat Dec 08 09:55:16 GMT 2012","Sat Dec 08 09:55:34 GMT 2012","Sat Dec 15 01:55:34 PST 2012","","","","18","0% (0/0)","0% (0/0)","0% (0/0)","LAU_ET_AL","23","Iroquois","EDA","2595520","António Livramento","world","people","peace","america","nations","nation","american","freedom","free","war","championship","coach","player","world","career","european","portugal","team","titles","national","","1"
"2H6HOVR14IXK3B9E9R5C4A6X8U078U","2AI9RA7S5WM1LIMXVPY0RMHLAJCUZC","Evaluate Topic Label Quality","Choose which of two topic labelings you prefer. (A topic is a collection of words. A topic label is a string representing the meaning of a topic.)","topic, label, evaluate, opinion","$0.05","Sat Dec 08 08:04:46 GMT 2012","3","BatchId:985002;","3600","604800","Sat Dec 15 08:04:46 GMT 2012","","","240Y1THV8ER9DHHSRSDZ0M5KRAFO1P","A3O6XMWN8W84L5","Submitted","Sat Dec 08 09:15:16 GMT 2012","Sat Dec 08 09:15:36 GMT 2012","Sat Dec 15 01:15:36 PST 2012","","","","20","0% (0/0)","0% (0/0)","0% (0/0)","LAU_ET_AL","34","Navy","RANDOM","821004","Fenerbahçe Atletizm Şubesi","navy","army","war","indian","officers","military","naval","lands","indians","men","children","daughter","grandchildren","harmony","king","kings","lived","married","mother","person","","1"
